air_temperature [Celsius],baromatic_pressure [hPa],ceiling_fan_energy [kWh],chilled_water_energy [kWh],dry_bulb_temp [Celsius],global_horizontal_solar_radiation [W/m2],illuminance [lux],indoor_co2 [ppm],indoor_relative_humidity [%],lighting_energy [kWh],occupant_count [number],occupant_presence [binary],outdoor_co2 [ppm],outdoor_relative_humidity [%],plug_load_energy [kWh],pm2.5 [mu_g/m3],sound_pressure_level [dba],supply_air_pressure [Pa],supply_air_temperature [Celsius],temp_setpoint [Celsius],timestamp,voc [ppb],wifi_connected_devices [number],wind_direction [Degree],wind_speed [m/s]
26.74724197,1003.900024,0.0,0.0,26.30163574,0.0,220.4413757,560.758606,68.88896179,0.0,0,0,462.8992615,100.0,0.0,2.0,62.96207047,0.0,25.97187614,26.0,2021-09-07 04:35 +08:00,67.51724243,2,28.39469528,0.278854787
26.66666603,1003.900024,0.0,0.0,26.30162811,0.0,211.1699982,563.833313,69.20500183,0.0,0,0,462.3222656,100.0,0.2,2.266666651,62.99000168,0.0,25.97187614,26.0,2021-09-07 04:40 +08:00,61.86666489,1,257.4032898,0.100000001
26.64266586,1004.096741,0.0,0.0,26.29999924,0.0,199.4733276,567.333313,69.2480011,0.0,0,0,462.4896851,100.0,0.0,2.0,62.90999985,0.0,25.97187614,26.0,2021-09-07 04:45 +08:00,58.83333206,1,335.1936035,0.150000006
26.71966743,1003.900024,0.0,0.0,26.39999962,0.0,194.9366608,571.5,69.11633301,0.0,0,0,464.0856934,100.0,0.0,2.233333349,62.95333481,0.0,25.97187614,26.0,2021-09-07 04:50 +08:00,53.5,1,355.6946106,0.109999999
26.87233353,1003.799988,0.0,0.0,26.39999962,0.0,198.5700073,575.7999878,68.57499695,0.0,0,0,463.6924438,100.0,0.0,1.933333278,63.04666519,0.0,25.97187614,26.0,2021-09-07 04:55 +08:00,49.26666641,1,278.7181091,0.196925789
26.85733414,1003.799988,0.0,0.0,26.39999962,0.0,208.0466614,582.4666748,68.7543335,0.0,0,0,462.9025879,100.0,0.2,2.166666746,63.14333344,0.0,25.97187614,26.0,2021-09-07 05:00 +08:00,151.5666656,2,97.52954865,0.348845333
26.87571335,1003.700012,0.0,0.0,26.29999924,0.0,208.9642792,592.1428833,69.00106812,0.0,0,0,462.8927612,100.0,0.0,2.607142925,62.26428604,0.0,25.97187614,26.0,2021-09-07 05:05 +08:00,129.5357208,2,150.4996948,0.050025634
26.84466743,1003.599976,0.0,0.0,26.29999924,0.0,210.7299957,598.333313,69.1269989,0.0,0,0,462.5092163,100.0,0.0,2.133333445,62.82333374,0.0,25.97187614,26.0,2021-09-07 05:10 +08:00,130.2333374,1,326.2843018,0.349995494
26.90500069,1003.700012,0.0,0.0,26.29999924,0.0,218.7599945,606.2000122,68.96700287,0.0,0,0,464.65625,100.0,0.0,2.133333445,63.03333282,0.0,25.97187614,26.0,2021-09-07 05:15 +08:00,130.2333374,1,160.5050507,0.170000002
27.08499908,1003.599976,0.0,0.0,26.29999924,0.0,223.5733337,616.5333252,68.44433594,0.0,0,0,463.4957275,100.0,0.2,2.400000095,62.79333496,0.0,25.97187614,26.0,2021-09-07 05:20 +08:00,122.3333359,2,222.4258118,0.170062765
27.21413803,1003.700012,0.0,0.0,26.29999924,0.0,220.0758667,629.9310303,68.0010376,0.0,0,0,463.292572,100.0,0.0,2.448275805,62.59654999,0.0,25.97187614,26.0,2021-09-07 05:25 +08:00,116.5862045,2,248.7054596,0.150000006
27.18466759,1003.700012,0.0,0.0,26.29999924,0.0,218.613327,634.9000244,68.18299866,0.0,0,0,462.6960449,100.0,0.0,2.233333349,62.72000122,0.0,26.07224083,26.0,2021-09-07 05:30 +08:00,107.8333359,2,45.79545975,0.829910278
27.24833298,1003.700012,0.0,0.0,26.29999924,0.0,229.1033325,637.5,67.91266632,0.2,0,0,462.856781,100.0,0.0,2.266666651,62.48333359,0.0,26.07224083,26.0,2021-09-07 05:35 +08:00,102.7333298,1,262.2976379,0.30000931
27.30677414,1003.799988,0.0,0.0,26.39999962,0.0,229.0645142,643.2903442,67.68322754,0.0,0,0,462.6928101,100.0,0.0,2.129032373,62.49032211,0.0,26.07224083,26.0,2021-09-07 05:40 +08:00,100.838707,1,240.8725281,0.15389511
27.36033249,1003.599976,0.0,0.0,26.29999924,0.0,220.8500061,643.2999878,67.6186676,0.0,0,0,462.0963135,100.0,0.2,2.200000048,63.16333389,0.0,26.07224083,26.0,2021-09-07 05:45 +08:00,91.66666412,1,258.9897766,0.5
27.39933395,1003.700012,0.0,0.0,26.29999924,0.0,211.4766693,646.3666382,67.58200073,0.0,0,0,462.2929382,100.0,0.0,2.266666651,63.06999969,0.0,26.07224083,26.0,2021-09-07 05:50 +08:00,83.16666412,1,353.0897522,0.160010993
